Patch,Player,Team,Champion,Position,Tree,Secondary,Keystone,Rune1,Rune2,Rune3,Rune4,Rune5,Stat1,Stat2,Stat3,MH,Number,Tree,Secondary,KeystoneReverse,Rune1Reverse,Rune2Reverse,Rune3Reverse,Rune4Reverse,Rune5Reverse,,,
11.9,Vulcan,C9,Rell,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor,Link,261,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Hanabi,PSG,Aatrox,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Scaling CDR,Adaptive Force,Armor,Link,260,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Attack Speed,Armor,Armor
11.9,River,PSG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor,Link,259,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Sylas,Mid,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Armor,Link,258,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Time Warp Tonic,Minion Dematerializer,Attack Speed,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Aphelios,ADC,Precision,Domination,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,257,Sorcery,Domination,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Cheap Shot,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Kaiwing,PSG,Thresh,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Adaptive Force,Armor,Magic Resist,Link,256,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,BioPanther,PGG,Sion,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,255,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Scaling CDR,Armor,Magic Resist
11.9,Pabu,PGG,Morgana,Jungle,Domination,Inspiration,Dark Harvest,Cheap Shot,Zombie Ward,Relentless Hunter,Cosmic Insight,Magical Footwear,Attack Speed,Adaptive Force,Magic Resist,Link,254,Precision,Domination,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Chazz,PGG,Zed,Mid,Domination,Sorcery,Electrocute,Taste of Blood,Eyeball Collection,Ultimate Hunter,Transcendence,Scorch,Adaptive Force,Adaptive Force,Magic Resist,Link,253,Domination,Inspiration,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Minion Dematerializer,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Kaisa,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Presence of Mind,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,252,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Attack Speed,Armor,Armor,Link,251,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Magical Footwear,Adaptive Force,Adaptive Force,Armor
11.9,Fudge,C9,Sion,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,250,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor
11.9,Blaber,C9,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Armor,Link,249,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Kindred,Mid,Precision,Resolve,Press the Attack,Presence of Mind,Legend: Alacrity,Last Stand,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor,Link,248,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Kalista,ADC,Precision,Domination,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,Link,247,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Armor
11.9,Vulcan,C9,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Attack Speed,Magic Resist,Armor,Link,246,Precision,Resolve,Conqueror,Presence of Mind,Legend: Bloodline,Last Stand,Bone Plating,Shield Bash,Adaptive Force,Adaptive Force,Armor
11.9,Armut,MAD,Sylas,Top,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,Link,245,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor
11.9,Elyoya,MAD,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Cosmic Insight,Future's Market,Attack Speed,Adaptive Force,Magic Resist,Link,244,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cut Down,Legend: Alacrity,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,243,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Manaflow Band,Transcendence,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,242,Precision,Inspiration,Conqueror,Triumph,Legend: Tenacity,Last Stand,Biscuit Delivery,Approach Velocity,Adaptive Force,Adaptive Force,Armor
11.9,Kaiser,MAD,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor,Link,241,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Armor
11.9,BioPanther,PGG,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Minion Dematerializer,Cosmic Insight,Conditioning,Overgrowth,Attack Speed,Adaptive Force,Armor,Link,240,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Attack Speed,Armor,Magic Resist
11.9,Pabu,PGG,Olaf,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Approach Velocity,Magical Footwear,Adaptive Force,Adaptive Force,Magic Resist,Link,239,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,LeeSin,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Magic Resist,Link,238,Sorcery,Domination,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Taste of Blood,Ravenous Hunter,Adaptive Force,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Aphelios,ADC,Precision,Domination,Conqueror,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,237,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Lulu,Support,Sorcery,Inspiration,Summon Aery,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,236,Resolve,Domination,Grasp of the Undying,Demolish,Bone Plating,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,235,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist
11.9,Wei,RNG,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,234,Precision,Domination,Press the Attack,Overheal,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Sylas,Mid,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Cosmic Insight,Scaling CDR,Adaptive Force,Armor,Link,233,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,KogMaw,ADC,Precision,Inspiration,Lethal Tempo,Overheal,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,232,Domination,Sorcery,Dark Harvest,Cheap Shot,Ghost Poro,Ultimate Hunter,Transcendence,Waterwalking,Scaling CDR,Adaptive Force,Magic Resist
11.9,Ming,RNG,Karma,Support,Sorcery,Inspiration,Arcane Comet,Nimbus Cloak,Absolute Focus,Scorch,Cosmic Insight,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,231,Precision,Resolve,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Conditioning,Unflinching,Adaptive Force,Adaptive Force,Armor
11.9,Khan,DK,Sion,Top,Inspiration,Resolve,Unsealed Spellbook,Magical Footwear,Biscuit Delivery,Cosmic Insight,Second Wind,Overgrowth,Attack Speed,Magic Resist,Armor,Link,230,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Perfect Timing,Minion Dematerializer,Attack Speed,Armor,Armor
11.9,Canyon,DK,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Armor,Link,229,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Syndra,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Scorch,Time Warp Tonic,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,228,Domination,Sorcery,Electrocute,Taste of Blood,Eyeball Collection,Ravenous Hunter,Gathering Storm,Transcendence,Scaling CDR,Adaptive Force,Armor
11.9,Ghost,DK,Senna,ADC,Inspiration,Precision,Glacial Augment,Magical Footwear,Biscuit Delivery,Approach Velocity,Cut Down,Presence of Mind,Attack Speed,Adaptive Force,Armor,Link,227,Precision,Inspiration,Conqueror,Triumph,Legend: Tenacity,Last Stand,Magical Footwear,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,BeryL,DK,TahmKench,Support,Resolve,Inspiration,Aftershock,Font of Life,Second Wind,Overgrowth,Biscuit Delivery,Approach Velocity,Attack Speed,Armor,Magic Resist,Link,226,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor
11.9,Fudge,C9,Karma,Top,Sorcery,Inspiration,Summon Aery,Manaflow Band,Transcendence,Gathering Storm,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,225,Resolve,Sorcery,Aftershock,Font of Life,Bone Plating,Unflinching,Nimbus Cloak,Transcendence,Adaptive Force,Adaptive Force,Armor
11.9,Blaber,C9,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,224,Precision,Domination,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Lucian,Mid,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist,Link,223,Domination,Sorcery,Electrocute,Taste of Blood,Eyeball Collection,Ultimate Hunter,Nimbus Cloak,Transcendence,Adaptive Force,Adaptive Force,Magic Resist
11.9,Zven,C9,Ashe,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Approach Velocity,Attack Speed,Adaptive Force,Armor,Link,222,Precision,Sorcery,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Transcendence,Waterwalking,Attack Speed,Adaptive Force,Armor
11.9,Vulcan,C9,Lulu,Support,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Revitalize,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,221,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor
11.9,Armut,MAD,MonkeyKing,Top,Precision,Resolve,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Unflinching,Second Wind,Attack Speed,Adaptive Force,Armor,Link,220,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Attack Speed,Armor,Scaling Health
11.9,Elyoya,MAD,Morgana,Jungle,Domination,Inspiration,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Perfect Timing,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,219,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Cosmic Insight,Perfect Timing,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,218,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Jinx,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,217,Domination,Sorcery,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Waterwalking,Transcendence,Attack Speed,Adaptive Force,Armor
11.9,Kaiser,MAD,TahmKench,Support,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Unflinching,Biscuit Delivery,Approach Velocity,Attack Speed,Armor,Armor,Link,216,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Gnar,Top,Domination,Resolve,Hail of Blades,Taste of Blood,Ghost Poro,Ravenous Hunter,Demolish,Bone Plating,Attack Speed,Adaptive Force,Armor,Link,215,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Attack Speed,Armor,Magic Resist
11.9,Wei,RNG,Olaf,Jungle,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Magical Footwear,Approach Velocity,Adaptive Force,Adaptive Force,Magic Resist,Link,214,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Overheal,Legend: Alacrity,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,TwistedFate,Mid,Inspiration,Resolve,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,213,Sorcery,Domination,Phase Rush,Manaflow Band,Transcendence,Waterwalking,Taste of Blood,Ravenous Hunter,Scaling CDR,Adaptive Force,Magic Resist
11.9,GALA,RNG,Aphelios,ADC,Precision,Domination,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,212,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Magic Resist
11.9,Ming,RNG,Thresh,Support,Resolve,Inspiration,Guardian,Demolish,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Attack Speed,Armor,Magic Resist,Link,211,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Fudge,C9,Sett,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Unflinching,Second Wind,Attack Speed,Adaptive Force,Armor,Link,210,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Minion Dematerializer,Attack Speed,Armor,Magic Resist
11.9,Blaber,C9,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist,Link,209,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cut Down,Legend: Bloodline,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,208,Domination,Inspiration,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist
11.9,Zven,C9,KogMaw,ADC,Precision,Domination,Lethal Tempo,Overheal,Legend: Alacrity,Coup de Grace,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,207,Precision,Sorcery,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Transcendence,Waterwalking,Attack Speed,Adaptive Force,Armor
11.9,Vulcan,C9,Lulu,Support,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Revitalize,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor,Link,206,Precision,Resolve,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor
11.9,Hanabi,PSG,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor,Link,205,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Adaptive Force,Armor,Magic Resist
11.9,River,PSG,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Nimbus Cloak,Absolute Focus,Adaptive Force,Adaptive Force,Magic Resist,Link,204,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Akali,Mid,Precision,Resolve,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Magic Resist,Link,203,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Doggo,PSG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Magical Footwear,Attack Speed,Adaptive Force,Magic Resist,Link,202,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,201,Precision,Domination,Fleet Footwork,Overheal,Legend: Alacrity,Last Stand,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,BioPanther,PGG,Gnar,Top,Domination,Resolve,Hail of Blades,Taste of Blood,Ghost Poro,Ravenous Hunter,Second Wind,Overgrowth,Attack Speed,Adaptive Force,Armor,Link,200,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Minion Dematerializer,Attack Speed,Armor,Magic Resist
11.9,Pabu,PGG,Rumble,Jungle,Precision,Domination,Conqueror,Triumph,Legend: Tenacity,Coup de Grace,Ultimate Hunter,Zombie Ward,Adaptive Force,Adaptive Force,Magic Resist,Link,199,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Bloodline,Presence of Mind,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,LeeSin,Mid,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,198,Domination,Inspiration,Electrocute,Cheap Shot,Eyeball Collection,Ultimate Hunter,Biscuit Delivery,Cosmic Insight,Adaptive Force,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Overheal,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,197,Sorcery,Precision,Phase Rush,Nimbus Cloak,Absolute Focus,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Magic Resist
11.9,Decoy,PGG,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Magic Resist,Link,196,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,195,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Attack Speed,Armor,Scaling Health
